timestamp,transfer,bitrate
2024-04-11 03:51:01,671,141
2024-04-11 03:55:43,619,130
2024-04-11 04:00:43,914,192
2024-04-11 04:05:43,667,140
2024-04-11 04:10:43,992,208
2024-04-11 04:15:43,1.06,228
2024-04-11 04:20:43,993,208
2024-04-11 04:25:43,1.08,232
2024-04-11 04:30:43,1014,213
2024-04-11 04:35:43,823,173
2024-04-11 04:40:42,983,206
2024-04-11 04:45:42,887,186
2024-04-11 04:50:42,720,151
2024-04-11 04:55:42,783,164
2024-04-11 05:00:42,818,172
2024-04-11 05:05:42,1.02,218
2024-04-11 05:10:42,946,198
2024-04-11 05:15:42,946,198
2024-04-11 05:20:43,874,183
2024-04-11 05:25:42,827,174
2024-04-11 05:30:42,1.04,224
2024-04-11 05:35:42,1.00,215
2024-04-11 05:40:42,1.01,218
2024-04-11 05:45:42,886,186
2024-04-11 05:50:43,903,189
2024-04-11 05:56:02,807,169
2024-04-11 06:00:43,871,183
2024-04-11 06:05:43,653,137
2024-04-11 06:10:43,748,157
2024-04-11 06:15:43,964,202
2024-04-11 06:20:43,902,189
2024-04-11 06:25:43,824,173
2024-04-11 06:30:43,1013,213
2024-04-11 06:35:43,750,157
2024-04-11 06:40:43,843,177
2024-04-11 06:45:43,858,180
2024-04-11 06:50:42,855,179
2024-04-11 06:55:42,1.01,218
2024-04-11 07:00:42,870,182
2024-04-11 07:05:42,779,163
2024-04-11 07:10:42,1002,210
2024-04-11 07:15:42,894,187
2024-04-11 07:20:42,719,151
2024-04-11 07:25:42,975,204
2024-04-11 07:30:42,593,124
2024-04-11 07:40:43,814,171
2024-04-11 07:45:42,654,137
2024-04-11 07:50:43,926,194
2024-04-11 07:55:42,830,174
2024-04-11 08:00:43,828,174
2024-04-11 08:05:43,830,174
2024-04-11 08:10:43,807,169
2024-04-11 08:15:43,459,96.2
2024-04-11 08:20:42,840,176
2024-04-11 08:25:42,754,158
2024-04-11 08:30:42,870,182
2024-04-11 08:35:43,619,130
2024-04-11 08:40:43,940,197
2024-04-11 08:45:52,691,145
2024-04-11 08:50:43,930,195
2024-04-11 08:55:43,563,118
2024-04-11 09:00:43,747,157
2024-04-11 09:05:43,671,141
2024-04-11 09:10:43,845,177
2024-04-11 09:15:43,706,148
2024-04-11 09:20:43,640,134
2024-04-11 09:25:42,828,174
2024-04-11 09:30:42,824,173
2024-04-11 09:35:48,902,189
2024-04-11 09:40:42,903,189
2024-04-11 09:45:43,522,110
2024-04-11 09:50:42,747,157
2024-04-11 09:55:42,630,132
2024-04-11 10:00:42,871,183
2024-04-11 10:05:42,1021,214
2024-04-11 10:10:42,761,160
2024-04-11 10:15:43,441,92.6
2024-04-11 10:20:42,424,88.9
2024-04-11 10:25:43,801,168
2024-04-11 10:30:43,704,148
2024-04-11 10:35:43,797,167
2024-04-11 10:40:42,788,165
2024-04-11 10:45:43,550,115
2024-04-11 10:50:43,551,116
2024-04-11 10:55:48,599,126
2024-04-11 11:00:42,398,83.5
2024-04-11 11:05:42,536,113
2024-04-11 11:10:42,730,153
2024-04-11 11:15:42,320,67.1
2024-04-11 11:20:43,596,125
2024-04-11 11:25:42,913,191
2024-04-11 11:31:18,383,80.3
2024-04-11 11:35:42,558,117
2024-04-11 11:45:42,273,57.3
2024-04-11 11:50:52,425,89.2
2024-04-11 11:55:48,380,79.7
2024-04-11 12:00:43,515,108
2024-04-11 12:06:02,530,111
2024-04-11 12:10:42,573,120
2024-04-11 12:15:43,593,124
2024-04-11 12:21:03,530,111
2024-04-11 12:25:42,560,117
2024-04-11 12:30:42,600,126
2024-04-11 12:35:42,706,148
2024-04-11 12:40:42,873,183
2024-04-11 12:45:42,713,150
2024-04-11 12:50:43,405,84.9
2024-04-11 12:55:42,552,116
2024-04-11 13:00:42,740,155
2024-04-11 13:05:42,347,72.8
2024-04-11 13:10:43,318,66.8
2024-04-11 13:15:54,567,119
2024-04-11 13:20:42,548,115
2024-04-11 13:25:43,346,72.6
2024-04-11 13:30:44,232,48.6
2024-04-11 13:35:42,487,102
2024-04-11 13:40:43,445,93.3
2024-04-11 13:45:43,796,167
2024-04-11 13:50:43,698,146
2024-04-11 13:55:42,821,172
2024-04-11 14:00:42,584,122
2024-04-11 14:05:43,665,139
2024-04-11 14:10:42,655,137
2024-04-11 14:15:42,645,135
2024-04-11 14:20:43,622,130
2024-04-11 14:25:42,829,174
2024-04-11 14:30:42,447,93.6
2024-04-11 14:35:42,369,77.4
2024-04-11 14:40:43,637,134
2024-04-11 14:45:42,379,79.4
2024-04-11 14:50:43,463,97.2
2024-04-11 14:55:43,529,111
2024-04-11 15:00:43,352,73.7
2024-04-11 15:05:43,605,127
2024-04-11 15:10:54,487,102
2024-04-11 15:15:42,345,72.4
2024-04-11 15:20:43,753,158
2024-04-11 15:25:43,602,126
2024-04-11 15:30:43,773,162
2024-04-11 15:35:43,737,155
2024-04-11 15:40:43,669,140
2024-04-11 15:45:42,576,121
2024-04-11 15:50:43,698,146
2024-04-11 15:55:43,1001,210
2024-04-11 16:00:43,581,122
2024-04-11 16:05:43,906,190
2024-04-11 16:10:43,579,122
2024-04-11 16:15:43,378,79.2
2024-04-11 16:20:43,487,102
2024-04-11 16:25:43,977,205
2024-04-11 16:31:02,707,148
2024-04-11 16:35:43,621,130
2024-04-11 16:40:43,416,87.2
2024-04-11 16:45:43,673,141
2024-04-11 16:50:43,740,155
2024-04-11 16:55:43,664,139
2024-04-11 17:00:43,621,130
2024-04-11 17:05:43,345,72.4
2024-04-11 17:10:43,497,104
2024-04-11 17:15:43,288,60.5
2024-04-11 17:20:42,521,109
2024-04-11 17:25:43,512,107
2024-04-11 17:30:43,366,76.8
2024-04-11 17:35:42,625,131
2024-04-11 17:40:43,498,104
2024-04-11 17:45:45,564,118
2024-04-11 17:50:43,771,162
2024-04-11 17:55:42,710,149
2024-04-11 18:00:43,871,183
2024-04-11 18:05:43,508,107
2024-04-11 18:10:43,350,73.3
2024-04-11 18:15:42,549,115
2024-04-11 18:20:43,705,148
2024-04-11 18:25:43,218,45.8
2024-04-11 18:30:42,529,111
2024-04-11 18:35:45,501,105
2024-04-11 18:40:43,349,73.2
2024-04-11 18:45:43,635,133
2024-04-11 18:50:43,575,121
2024-04-11 18:55:44,608,127
2024-04-11 19:00:42,478,100
2024-04-11 19:05:42,602,126
2024-04-11 19:10:43,673,141
2024-04-11 19:15:43,598,125
2024-04-11 19:20:43,451,94.5
2024-04-11 19:25:43,808,169
2024-04-11 19:30:42,484,102
2024-04-11 19:35:43,295,61.8
2024-04-11 19:40:42,301,63.2
2024-04-11 19:45:43,394,82.7
2024-04-11 19:50:43,393,82.5
2024-04-11 19:55:42,832,174
2024-04-11 20:00:43,665,139
2024-04-11 20:05:43,766,161
2024-04-11 20:10:43,649,136
2024-04-11 20:15:42,587,123
2024-04-11 20:20:43,767,161
2024-04-11 20:25:43,366,76.8
2024-04-11 20:30:42,428,89.7
2024-04-11 20:35:43,492,103
2024-04-11 20:40:43,367,76.9
2024-04-11 20:45:43,586,123
2024-04-11 20:50:43,404,84.6
2024-04-11 20:55:44,723,152
2024-04-11 21:01:02,469,98.3
2024-04-11 21:05:43,464,97.3
2024-04-11 21:10:44,384,80.5
2024-04-11 21:15:43,294,61.6
2024-04-11 21:20:43,516,108
2024-04-11 21:25:43,371,77.9
2024-04-11 21:30:43,384,80.6
2024-04-11 21:35:42,362,75.8
2024-04-11 21:40:43,535,112
2024-04-11 21:45:43,779,163
2024-04-11 21:50:43,269,56.3
2024-04-11 21:55:43,465,97.6
2024-04-11 22:00:43,282,59.0
2024-04-11 22:05:43,291,61.1
2024-04-11 22:10:42,583,122
2024-04-11 22:15:43,691,145
2024-04-11 22:20:42,270,56.7
2024-04-11 22:25:42,376,78.8
2024-04-11 22:30:42,485,102
2024-04-11 22:35:43,485,102
2024-04-11 22:40:42,601,126
2024-04-11 22:45:43,854,179
2024-04-11 22:50:43,238,49.8
2024-04-11 22:55:54,316,66.3
2024-04-11 23:00:43,447,93.7
2024-04-11 23:05:43,478,100
2024-04-11 23:10:43,835,175
2024-04-11 23:15:43,861,181
2024-04-11 23:20:43,434,91.0
2024-04-11 23:25:42,675,141
2024-04-11 23:30:42,800,168
2024-04-11 23:35:43,422,88.6
2024-04-11 23:40:44,480,101
2024-04-11 23:45:43,722,151
2024-04-11 23:50:43,521,109
2024-04-11 23:55:43,386,81.0
2024-04-12 00:00:42,579,121
2024-04-12 00:05:42,597,125
2024-04-12 00:10:42,756,159
2024-04-12 00:15:42,502,105
2024-04-12 00:20:43,289,60.6
2024-04-12 00:25:43,557,117
2024-04-12 00:30:42,610,128
2024-04-12 00:35:43,499,105
2024-04-12 00:40:43,833,175
2024-04-12 00:45:42,455,95.5
2024-04-12 00:50:43,726,152
2024-04-12 00:55:42,901,189
2024-04-12 01:00:43,515,108
2024-04-12 01:05:43,574,120
2024-04-12 01:10:43,753,158
2024-04-12 01:15:43,562,118
2024-04-12 01:20:43,735,154
2024-04-12 01:25:43,638,134
2024-04-12 01:30:42,858,180
2024-04-12 01:35:42,456,95.7
2024-04-12 01:40:42,693,145
2024-04-12 01:45:42,721,151
2024-04-12 01:50:42,661,139
2024-04-12 01:55:42,691,145
2024-04-12 02:00:43,737,155
2024-04-12 02:05:42,870,182
2024-04-12 02:10:43,727,152
2024-04-12 02:15:42,486,102
2024-04-12 02:20:42,864,181
2024-04-12 02:25:42,727,152
2024-04-12 02:30:42,780,164
2024-04-12 02:35:42,775,162
2024-04-12 02:40:42,654,137
2024-04-12 02:45:42,814,171
2024-04-12 02:50:42,651,136
2024-04-12 02:55:42,765,160
2024-04-12 03:00:43,1.03,222
2024-04-12 03:05:43,972,204
2024-04-12 03:10:43,827,174
2024-04-12 03:15:43,853,179
2024-04-12 03:20:43,1.16,249
2024-04-12 03:25:42,1.02,219
2024-04-12 03:30:43,961,202
2024-04-12 03:35:43,819,172
2024-04-12 03:40:42,843,177
2024-04-12 03:45:43,561,118
2024-04-12 03:50:42,785,165
2024-04-12 03:55:43,697,146
2024-04-12 04:00:43,1.08,232
2024-04-12 04:05:43,909,191
2024-04-12 04:10:43,973,204
2024-04-12 04:15:43,1.03,222
2024-04-12 04:20:43,855,179
2024-04-12 04:25:43,889,186
2024-04-12 04:30:43,984,206
2024-04-12 04:35:42,1016,213
2024-04-12 04:40:45,720,151
2024-04-12 04:45:43,907,190
2024-04-12 04:50:43,889,187
2024-04-12 04:55:43,958,201
2024-04-12 05:00:43,556,117
2024-04-12 05:05:43,1.01,216
2024-04-12 05:10:43,756,159
2024-04-12 05:15:43,738,155
2024-04-12 05:20:43,787,165
2024-04-12 05:25:43,968,203
2024-04-12 05:30:43,1.03,220
2024-04-12 05:35:43,1.10,236
2024-04-12 05:40:43,855,179
2024-04-12 05:45:43,943,198
2024-04-12 05:50:43,794,166
2024-04-12 05:55:43,956,201
2024-04-12 06:00:43,1.04,224
2024-04-12 06:05:42,627,131
2024-04-12 06:10:42,796,167
2024-04-12 06:15:43,799,168
2024-04-12 06:20:43,808,169
2024-04-12 06:25:43,759,159
2024-04-12 06:30:43,536,112
2024-04-12 06:35:43,790,166
2024-04-12 06:41:02,886,186
2024-04-12 06:45:42,724,152
2024-04-12 06:50:42,724,152
2024-04-12 06:55:43,1.01,217
2024-04-12 07:00:43,870,183
2024-04-12 07:05:42,693,145
2024-04-12 07:10:42,891,187
2024-04-12 07:15:43,880,185
2024-04-12 07:20:43,828,174
2024-04-12 07:25:43,841,176
2024-04-12 07:30:43,922,193
2024-04-12 07:35:42,762,160
2024-04-12 07:40:43,901,189
2024-04-12 07:45:43,740,155
2024-04-12 07:50:43,574,120
2024-04-12 07:55:43,773,162
2024-04-12 08:00:42,920,193
2024-04-12 08:05:42,1017,213
2024-04-12 08:10:43,932,195
2024-04-12 08:15:43,573,120
2024-04-12 08:20:43,552,116
2024-04-12 08:25:42,918,192
2024-04-12 08:30:42,918,192
2024-04-12 08:35:43,391,81.9
2024-04-12 08:40:43,464,97.3
2024-04-12 08:45:42,635,133
