timestamp,transfer,transfer_speed,bitrate,jitter,lost_total_datagrams,datagram_loss_percent
2024-04-09 19:22:41,1.17,GBytes,250,0.000,0/895545,0
2024-04-09 19:27:42,1.17,GBytes,250,0.000,0/895434,0
2024-04-09 19:32:42,1.17,GBytes,250,0.000,0/895564,0
2024-04-09 19:37:42,1.17,GBytes,250,0.000,0/895655,0
2024-04-09 19:42:42,1.17,GBytes,250,0.000,0/895564,0
2024-04-09 19:47:42,1.17,GBytes,250,0.000,0/895631,0
2024-04-09 19:52:42,1.17,GBytes,250,0.000,0/895520,0
2024-04-09 19:57:42,1.17,GBytes,250,0.000,0/895457,0
2024-04-09 20:02:43,1.17,GBytes,250,0.000,0/895698,0
2024-04-09 20:07:42,1.17,GBytes,250,0.000,0/895698,0
2024-04-09 20:12:42,1.17,GBytes,250,0.000,0/895835,0
2024-04-09 20:17:43,1.17,GBytes,250,0.000,0/896457,0
2024-04-09 20:22:42,1.17,GBytes,250,0.000,0/895791,0
2024-04-09 20:27:42,1.17,GBytes,250,0.000,0/895769,0
2024-04-09 20:32:42,1.17,GBytes,250,0.000,0/896055,0
2024-04-09 20:37:42,1.17,GBytes,250,0.000,0/896963,0
2024-04-09 20:42:42,1.17,GBytes,250,0.000,0/895346,0
2024-04-09 20:47:42,1.17,GBytes,250,0.000,0/896208,0
2024-04-09 20:52:42,1.17,GBytes,250,0.000,0/896148,0
2024-04-09 20:57:42,1.17,GBytes,250,0.000,0/895375,0
2024-04-09 21:02:42,1.17,GBytes,250,0.000,0/895434,0
2024-04-09 21:07:42,1.17,GBytes,250,0.000,0/895389,0
2024-04-09 21:12:42,1.17,GBytes,250,0.000,0/895954,0
2024-04-09 21:17:42,1.17,GBytes,250,0.000,0/895855,0
2024-04-09 21:22:42,1.17,GBytes,250,0.000,0/895501,0
2024-04-09 21:27:42,1.17,GBytes,250,0.000,0/895609,0
2024-04-09 21:32:42,1.17,GBytes,250,0.000,0/895936,0
2024-04-09 21:37:42,1.17,GBytes,250,0.000,0/895667,0
2024-04-09 21:42:42,1.17,GBytes,250,0.000,0/895791,0
2024-04-09 21:47:42,1.17,GBytes,250,0.000,0/895877,0
2024-04-09 21:52:41,1.17,GBytes,250,0.000,0/895367,0
2024-04-09 21:57:42,1.17,GBytes,250,0.000,0/895743,0
2024-04-09 22:02:43,1.17,GBytes,250,0.000,0/895501,0
2024-04-09 22:07:42,1.17,GBytes,250,0.000,0/895453,0
2024-04-09 22:12:42,1.17,GBytes,250,0.000,0/895835,0
2024-04-09 22:17:42,1.17,GBytes,250,0.000,0/895408,0
2024-04-09 22:22:42,1.17,GBytes,250,0.000,0/895507,0
2024-04-09 22:27:42,1.17,GBytes,250,0.000,0/896059,0
2024-04-09 22:32:42,1.17,GBytes,250,0.000,0/895735,0
2024-04-09 22:37:42,1.17,GBytes,250,0.000,0/895256,0
2024-04-09 22:42:42,1.17,GBytes,250,0.000,0/895323,0
2024-04-09 22:47:42,1.17,GBytes,250,0.000,0/895588,0
2024-04-09 22:52:42,1.17,GBytes,250,0.000,0/895345,0
2024-04-09 22:57:42,1.17,GBytes,250,0.000,0/895457,0
2024-04-09 23:02:42,1.17,GBytes,250,0.000,0/895501,0
2024-04-09 23:07:42,1.17,GBytes,250,0.000,0/895703,0
2024-04-09 23:12:42,1.17,GBytes,250,0.000,0/895469,0
2024-04-09 23:17:42,1.17,GBytes,250,0.000,0/895542,0
2024-04-09 23:22:42,1.17,GBytes,250,0.000,0/895592,0
2024-04-09 23:27:42,1.17,GBytes,250,0.000,0/896122,0
2024-04-09 23:32:42,1.17,GBytes,250,0.000,0/895675,0
2024-04-09 23:37:42,1.17,GBytes,250,0.000,0/895475,0
2024-04-09 23:42:42,1.17,GBytes,250,0.000,0/895301,0
2024-04-09 23:47:42,1.17,GBytes,250,0.000,0/895520,0
2024-04-09 23:52:42,1.17,GBytes,250,0.000,0/895680,0
2024-04-09 23:57:42,1.17,GBytes,250,0.000,0/895450,0
2024-04-10 00:02:41,1.17,GBytes,250,0.000,0/895631,0
2024-04-10 00:07:42,1.17,GBytes,250,0.000,0/895453,0
2024-04-10 00:12:42,1.17,GBytes,250,0.000,0/895836,0
2024-04-10 00:17:42,1.17,GBytes,250,0.000,0/895501,0
2024-04-10 00:22:42,1.17,GBytes,250,0.000,0/895977,0
2024-04-10 00:27:42,1.17,GBytes,250,0.000,0/895791,0
2024-04-10 00:32:42,1.17,GBytes,250,0.000,0/895606,0
2024-04-10 00:37:42,1.17,GBytes,250,0.000,0/895211,0
2024-04-10 00:42:42,1.17,GBytes,250,0.000,0/895480,0
2024-04-10 00:47:42,1.17,GBytes,250,0.000,0/895698,0
2024-04-10 00:52:42,1.17,GBytes,250,0.000,0/895702,0
2024-04-10 00:57:42,1.17,GBytes,250,0.000,0/895268,0
2024-04-10 01:02:42,1.17,GBytes,250,0.000,0/895657,0
2024-04-10 01:07:42,1.17,GBytes,250,0.000,0/895836,0
2024-04-10 01:12:42,1.17,GBytes,250,0.000,0/895590,0
2024-04-10 01:17:42,1.17,GBytes,250,0.000,0/895323,0
2024-04-10 01:22:42,1.17,GBytes,250,0.000,0/896238,0
2024-04-10 01:27:42,1.17,GBytes,250,0.000,0/896345,0
2024-04-10 01:32:42,1.17,GBytes,250,0.000,0/895899,0
2024-04-10 01:37:42,1.17,GBytes,250,0.000,0/895163,0
2024-04-10 01:42:42,1.17,GBytes,250,0.000,0/895713,0
2024-04-10 01:47:42,1.17,GBytes,250,0.000,0/895520,0
2024-04-10 01:52:42,1.17,GBytes,250,0.000,0/895697,0
2024-04-10 01:57:43,1.17,GBytes,250,0.000,0/895880,0
2024-04-10 02:02:42,1.17,GBytes,250,0.000,0/895166,0
2024-04-10 02:07:42,1.17,GBytes,250,0.000,0/895546,0
2024-04-10 02:12:42,1.17,GBytes,250,0.000,0/895333,0
2024-04-10 02:17:42,1.17,GBytes,250,0.000,0/895969,0
2024-04-10 02:22:42,1.17,GBytes,250,0.000,0/895988,0
2024-04-10 02:27:42,1.17,GBytes,250,0.000,0/895952,0
2024-04-10 02:32:42,1.17,GBytes,250,0.000,0/895909,0
2024-04-10 02:37:41,1.17,GBytes,250,0.000,0/895564,0
2024-04-10 02:42:42,1.17,GBytes,250,0.000,0/895667,0
2024-04-10 02:47:42,1.17,GBytes,250,0.000,0/896011,0
2024-04-10 02:52:42,1.17,GBytes,250,0.000,0/895676,0
2024-04-10 02:57:42,1.17,GBytes,250,0.000,0/895926,0
2024-04-10 03:02:42,1.17,GBytes,250,0.000,0/895609,0
2024-04-10 03:07:42,1.17,GBytes,250,0.000,0/895516,0
2024-04-10 03:12:42,1.17,GBytes,250,0.000,0/895729,0
2024-04-10 03:17:42,1.17,GBytes,250,0.000,0/895657,0
2024-04-10 03:22:42,1.17,GBytes,250,0.000,0/895760,0
2024-04-10 03:27:45,1.17,GBytes,250,0.000,0/895343,0
2024-04-10 03:32:42,1.17,GBytes,250,0.000,0/895520,0
2024-04-10 03:42:42,1.17,GBytes,250,0.000,0/895747,0
2024-04-10 03:47:42,1.17,GBytes,250,0.000,0/895858,0
2024-04-10 03:52:42,1.17,GBytes,250,0.000,0/895258,0
2024-04-10 03:57:41,1.17,GBytes,250,0.000,0/895724,0
2024-04-10 04:02:42,1.17,GBytes,250,0.000,0/897086,0
2024-04-10 04:07:42,1.17,GBytes,250,0.000,0/895702,0
2024-04-10 04:12:42,1.17,GBytes,250,0.000,0/896483,0
2024-04-10 04:22:42,1.17,GBytes,250,0.000,0/895300,0
2024-04-10 04:27:42,1.17,GBytes,250,0.000,0/896055,0
2024-04-10 04:32:42,1.17,GBytes,250,0.000,0/895523,0
2024-04-10 04:37:42,1.17,GBytes,250,0.000,0/896053,0
2024-04-10 04:42:42,1.17,GBytes,250,0.000,0/895523,0
2024-04-10 04:47:42,1.17,GBytes,250,0.000,0/895835,0
2024-04-10 04:52:42,1.17,GBytes,250,0.000,0/895382,0
2024-04-10 04:57:42,1.17,GBytes,250,0.000,0/895708,0
2024-04-10 05:02:42,1.17,GBytes,250,0.000,0/895916,0
2024-04-10 05:07:42,1.17,GBytes,250,0.000,0/895679,0
2024-04-10 05:12:42,1.17,GBytes,250,0.000,0/897827,0
2024-04-10 05:17:42,1.17,GBytes,250,0.000,0/896600,0
2024-04-10 05:22:42,1.17,GBytes,250,0.000,0/895527,0
2024-04-10 05:27:42,1.17,GBytes,250,0.000,0/895676,0
2024-04-10 05:32:42,1.17,GBytes,250,0.000,0/897912,0
2024-04-10 05:37:42,1.17,GBytes,250,0.000,0/895571,0
2024-04-10 05:42:42,1.17,GBytes,250,0.000,0/895565,0
2024-04-10 05:47:42,1.17,GBytes,250,0.000,0/895944,0
2024-04-10 05:52:42,1.17,GBytes,250,0.000,0/895257,0
2024-04-10 05:57:42,1.17,GBytes,250,0.000,0/895724,0
2024-04-10 06:02:41,1.17,GBytes,250,0.000,0/895501,0
2024-04-10 06:07:42,1.17,GBytes,250,0.000,0/895285,0
2024-04-10 06:12:42,1.17,GBytes,250,0.000,0/895609,0
2024-04-10 06:17:42,1.17,GBytes,250,0.000,0/895787,0
2024-04-10 06:32:41,1.17,GBytes,250,0.000,0/895501,0
2024-04-10 06:37:41,1.17,GBytes,250,0.000,0/895207,0
2024-04-10 06:42:42,1.17,GBytes,250,0.000,0/896004,0
2024-04-10 06:47:42,1.17,GBytes,250,0.000,0/895479,0
2024-04-10 06:52:42,1.17,GBytes,250,0.000,0/895453,0
2024-04-10 06:57:42,1.17,GBytes,250,0.000,0/895341,0
2024-04-10 07:02:42,1.17,GBytes,250,0.000,0/895793,0
2024-04-10 07:07:42,1.17,GBytes,250,0.000,0/895457,0
2024-04-10 07:12:42,1.17,GBytes,250,0.000,0/895814,0
2024-04-10 07:17:42,1.17,GBytes,250,0.000,0/895430,0
2024-04-10 07:22:42,1.17,GBytes,250,0.000,0/895746,0
2024-04-10 07:27:42,1.17,GBytes,250,0.000,0/895472,0
2024-04-10 07:32:42,1.17,GBytes,250,0.000,0/895680,0
2024-04-10 07:37:42,1.17,GBytes,250,0.000,0/895564,0
2024-04-10 07:42:42,1.17,GBytes,250,0.000,0/895701,0
2024-04-10 07:47:42,1.17,GBytes,250,0.000,0/895722,0
