2024-05-18T14:18:19,ut01000000-00000000-001de982,rev3_proto2,d8c0f816-b72e-4a22-94d5-bb69144fd759.uterm_manifest.release,CONNECTED,38280,,0.0,0.0,7449.083984375,10586.4228515625,30.11406135559082,0,0.000688547152094543,False,,,,-167.26290893554688,63.27460861206055,True
2024-05-18T14:37:19,ut01000000-00000000-001de982,rev3_proto2,d8c0f816-b72e-4a22-94d5-bb69144fd759.uterm_manifest.release,CONNECTED,39420,,0.0,0.0,245100832.0,11408.5068359375,28.006439208984375,0,0.0006882312591187656,False,,,,-166.9580078125,63.285926818847656,True
2024-05-18T14:56:15,ut01000000-00000000-001de982,rev3_proto2,d8c0f816-b72e-4a22-94d5-bb69144fd759.uterm_manifest.release,CONNECTED,40556,,0.0,0.0,303365.625,12914413.0,33.90650177001953,0,0.0006882312591187656,False,,,,-166.80157470703125,63.18095397949219,True
2024-05-18T14:57:36,ut01000000-00000000-001de982,rev3_proto2,d8c0f816-b72e-4a22-94d5-bb69144fd759.uterm_manifest.release,CONNECTED,40637,,0.0,0.0,144393888.0,11844.71484375,35.60226821899414,0,0.0006882312591187656,False,,,,-167.4541778564453,63.232051849365234,True
2024-05-18T15:04:36,ut01000000-00000000-001de982,rev3_proto2,d8c0f816-b72e-4a22-94d5-bb69144fd759.uterm_manifest.release,CONNECTED,41057,,0.0,0.0,7281.3115234375,10854.8583984375,34.536781311035156,0,0.0006882312591187656,False,,,,-167.43797302246094,63.38505554199219,True
2024-05-18T15:06:01,ut01000000-00000000-001de982,rev3_proto2,d8c0f816-b72e-4a22-94d5-bb69144fd759.uterm_manifest.release,CONNECTED,41142,,0.0,0.0,25719.47265625,27682.40625,35.325199127197266,0,0.0006882312591187656,False,,,,-167.10455322265625,63.36170959472656,True
2024-05-18T15:07:01,ut01000000-00000000-001de982,rev3_proto2,d8c0f816-b72e-4a22-94d5-bb69144fd759.uterm_manifest.release,CONNECTED,41202,,0.0,0.0,30979.12890625,30811.357421875,36.70833206176758,0,0.0006882312591187656,False,,,,-167.44139099121094,63.25455093383789,True
2024-05-18T15:08:01,ut01000000-00000000-001de982,rev3_proto2,d8c0f816-b72e-4a22-94d5-bb69144fd759.uterm_manifest.release,CONNECTED,41262,,0.0,0.0,22364.029296875,26239.56640625,44.35771560668945,0,0.0006882312591187656,False,,,,-167.13328552246094,63.30110168457031,True
2024-05-18T15:09:01,ut01000000-00000000-001de982,rev3_proto2,d8c0f816-b72e-4a22-94d5-bb69144fd759.uterm_manifest.release,CONNECTED,41322,,0.0,0.0,28387.048828125,37648.07421875,26.710813522338867,0,0.0006882312591187656,False,,,,-167.2229766845703,63.30992126464844,True
2024-05-18T15:10:02,ut01000000-00000000-001de982,rev3_proto2,d8c0f816-b72e-4a22-94d5-bb69144fd759.uterm_manifest.release,CONNECTED,41383,,0.0,0.0,23437.771484375,26239.56640625,29.1170654296875,0,0.0006882312591187656,False,,,,-167.18382263183594,63.23743438720703,True
