timestamp,transfer,transfer_speed,bitrate,jitter,lost_total_datagrams,datagram_loss_percent
2024-04-10 03:43:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 03:53:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 03:59:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 04:03:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 04:13:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 04:19:53,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 04:23:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 04:29:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 04:33:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 04:39:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 04:43:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 04:49:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 04:53:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 05:03:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 05:09:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 05:13:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 05:19:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 05:23:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 05:33:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 05:43:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 05:49:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 05:53:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 06:03:41,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 06:13:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 06:29:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 06:33:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 06:39:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 06:43:41,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 06:53:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 07:03:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 07:13:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 07:23:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 07:33:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 07:43:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 07:53:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 08:03:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 08:13:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 08:23:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 08:29:41,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 08:33:41,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 08:39:42,119,MBytes,25.0,0.000,0/89285,0
