timestamp,transfer,transfer_speed,bitrate,jitter,lost_total_datagrams,datagram_loss_percent
2024-04-10 16:23:42,101,MBytes,21.2,0.624,13093/88858,15
2024-04-10 16:33:42,96.9,MBytes,20.3,1.844,16154/88707,18
2024-04-10 16:43:42,92.9,MBytes,19.4,0.529,18920/88484,21
2024-04-10 16:53:42,109,MBytes,22.8,0.875,7044/88688,7.9
2024-04-10 17:03:42,85.5,MBytes,17.9,0.713,24968/89006,28
2024-04-10 17:09:42,118,MBytes,24.6,0.840,791/88883,0.89
2024-04-10 17:13:42,106,MBytes,22.2,0.722,9595/89193,11
2024-04-10 17:19:42,102,MBytes,21.4,0.597,12375/88873,14
2024-04-10 17:23:42,113,MBytes,23.7,0.715,3971/88867,4.5
2024-04-10 17:43:42,89.9,MBytes,18.8,0.658,21633/88965,24
2024-04-10 17:53:42,118,MBytes,24.6,0.487,700/88740,0.79
2024-04-10 17:59:42,96.0,MBytes,20.1,0.696,17015/88941,19
2024-04-10 18:03:42,96.1,MBytes,20.1,0.604,16973/88932,19
2024-04-10 18:13:42,102,MBytes,21.4,5.663,12139/88663,14
2024-04-10 18:19:42,73.9,MBytes,15.4,0.662,33448/88769,38
2024-04-10 18:23:42,82.2,MBytes,17.2,0.716,27658/89252,31
2024-04-10 18:33:42,100,MBytes,20.9,1.166,13770/88690,16
2024-04-10 18:43:42,90.8,MBytes,19.0,0.690,20975/88982,24
2024-04-10 18:53:42,89.2,MBytes,18.6,0.734,21988/88804,25
2024-04-10 19:03:42,62.6,MBytes,13.1,2.341,41944/88811,47
2024-04-10 19:13:41,91.5,MBytes,19.1,0.677,20428/88939,23
2024-04-10 19:19:42,83.8,MBytes,17.5,0.483,25818/88602,29
2024-04-10 19:23:42,94.8,MBytes,19.8,0.688,17778/88762,20
2024-04-10 19:29:42,69.6,MBytes,14.5,0.732,36499/88597,41
2024-04-10 19:33:42,66.0,MBytes,13.8,0.501,39102/88559,44
2024-04-10 19:43:42,84.9,MBytes,17.8,1.428,25225/88825,28
2024-04-10 19:53:41,114,MBytes,23.9,0.621,3487/88972,3.9
2024-04-10 20:03:42,90.6,MBytes,18.9,0.595,20709/88546,23
2024-04-10 20:13:42,87.4,MBytes,18.3,0.663,23455/88889,26
2024-04-10 20:23:42,104,MBytes,21.8,1.572,10583/88673,12
2024-04-10 20:29:42,83.7,MBytes,17.5,0.465,26046/88700,29
2024-04-10 20:33:42,99.7,MBytes,20.8,0.689,14130/88809,16
2024-04-10 20:39:42,59.4,MBytes,12.4,1.145,44497/88968,50
2024-04-10 20:43:41,99.4,MBytes,20.8,0.780,14518/88968,16
2024-04-10 20:49:42,73.7,MBytes,15.4,0.566,33773/88996,38
2024-04-10 20:53:41,96.8,MBytes,20.2,0.649,16479/89013,19
2024-04-10 20:59:41,115,MBytes,24.0,0.720,3114/89276,3.5
2024-04-10 21:03:42,104,MBytes,21.7,0.668,11214/89235,13
2024-04-10 21:09:42,88.9,MBytes,18.6,1.375,22211/88772,25
2024-04-10 21:13:42,97.6,MBytes,20.4,0.554,15516/88608,18
2024-04-10 21:19:42,60.8,MBytes,12.7,0.737,43437/88963,49
2024-04-10 21:23:42,81.0,MBytes,16.9,4.959,28227/88880,32
2024-04-10 21:29:42,97.8,MBytes,20.5,0.784,15729/88981,18
2024-04-10 21:33:42,111,MBytes,23.1,0.916,5670/88604,6.4
2024-04-10 21:39:42,91.9,MBytes,19.2,0.444,20019/88878,23
2024-04-10 21:43:42,98.9,MBytes,20.7,0.965,15227/89268,17
2024-04-10 21:49:42,57.3,MBytes,12.0,0.630,45872/88757,52
2024-04-10 21:53:42,107,MBytes,22.3,5.230,9268/89066,10
2024-04-10 21:59:42,117,MBytes,24.4,4.871,1563/89094,1.8
2024-04-10 22:03:42,58.3,MBytes,12.2,0.624,45326/89001,51
2024-04-10 22:09:42,110,MBytes,23.1,0.815,6329/88930,7.1
2024-04-10 22:13:42,118,MBytes,24.6,1.308,1066/89258,1.2
2024-04-10 22:23:42,84.1,MBytes,17.6,0.737,26001/88987,29
2024-04-10 22:29:42,106,MBytes,22.3,0.683,9244/88972,10
2024-04-10 22:33:42,87.6,MBytes,18.3,0.718,23204/88805,26
2024-04-10 22:43:42,116,MBytes,24.2,1.010,2668/89249,3
2024-04-10 22:49:42,118,MBytes,24.7,1.212,402/88949,0.45
2024-04-10 22:53:41,99.6,MBytes,20.8,0.738,14260/88836,16
2024-04-10 22:59:42,118,MBytes,24.7,0.798,972/89273,1.1
2024-04-10 23:03:42,89.8,MBytes,18.8,0.779,21389/88679,24
2024-04-10 23:09:42,116,MBytes,24.2,0.512,2056/88750,2.3
2024-04-10 23:13:42,114,MBytes,23.8,0.506,3852/89021,4.3
2024-04-10 23:23:42,119,MBytes,24.8,0.787,328/89274,0.37
2024-04-10 23:29:42,113,MBytes,23.7,0.454,3842/88628,4.3
2024-04-10 23:33:42,49.0,MBytes,10.3,0.797,52138/88865,59
2024-04-10 23:39:42,118,MBytes,24.7,0.721,962/89247,1.1
2024-04-10 23:43:42,119,MBytes,24.8,0.639,250/89029,0.28
2024-04-10 23:53:42,118,MBytes,24.8,0.786,513/89258,0.57
2024-04-10 23:59:42,116,MBytes,24.2,0.831,2582/89238,2.9
2024-04-11 00:03:42,107,MBytes,22.5,0.718,8200/88668,9.2
2024-04-11 00:09:42,117,MBytes,24.4,1.699,1641/88982,1.8
2024-04-11 00:13:42,118,MBytes,24.6,0.601,991/89285,1.1
2024-04-11 00:23:42,37.3,MBytes,7.81,0.577,60677/88650,68
2024-04-11 00:29:42,103,MBytes,21.6,0.912,11341/88715,13
2024-04-11 00:33:42,106,MBytes,22.2,0.780,9498/88901,11
2024-04-11 00:39:42,109,MBytes,22.7,0.639,7663/88992,8.6
2024-04-11 00:43:42,100,MBytes,21.0,1.559,13662/88844,15
2024-04-11 00:49:42,112,MBytes,23.5,2.779,4605/88807,5.2
2024-04-11 00:53:42,118,MBytes,24.6,0.630,919/89056,1
2024-04-11 00:59:42,101,MBytes,21.2,1.626,12758/88773,14
2024-04-11 01:03:42,112,MBytes,23.3,0.709,5607/89233,6.3
2024-04-11 01:10:00,105,MBytes,14.9,0.654,1558/79875,2
2024-04-11 01:13:42,95.9,MBytes,20.0,0.569,10821/82635,13
2024-04-11 01:23:42,103,MBytes,21.6,0.641,11546/88796,13
2024-04-11 01:29:42,105,MBytes,22.0,0.554,10056/89019,11
2024-04-11 01:33:42,107,MBytes,22.5,0.632,8801/89272,9.9
2024-04-11 01:39:42,110,MBytes,23.0,0.876,6303/88595,7.1
2024-04-11 01:43:42,97.1,MBytes,20.3,1.040,15996/88745,18
2024-04-11 01:53:42,107,MBytes,22.4,0.553,8561/88916,9.6
2024-04-11 02:03:42,85.1,MBytes,17.8,0.755,25229/88935,28
2024-04-11 02:09:42,118,MBytes,24.7,0.670,939/89280,1.1
2024-04-11 02:13:42,91.8,MBytes,19.2,0.536,20095/88843,23
2024-04-11 02:19:42,102,MBytes,21.4,0.802,12194/88959,14
2024-04-11 02:23:42,109,MBytes,22.7,0.652,7535/88801,8.5
2024-04-11 02:29:42,76.6,MBytes,16.0,0.581,31251/88639,35
2024-04-11 02:33:42,118,MBytes,24.7,0.716,527/89067,0.59
2024-04-11 02:39:42,105,MBytes,22.0,0.581,10211/89036,11
2024-04-11 02:43:42,105,MBytes,21.9,0.601,10285/88634,12
2024-04-11 02:49:42,96.5,MBytes,20.2,0.881,16249/88494,18
2024-04-11 02:53:42,108,MBytes,22.6,5.990,7494/88609,8.5
2024-04-11 02:59:42,107,MBytes,22.4,0.763,8874/89090,10
2024-04-11 03:03:42,113,MBytes,23.6,4.443,4219/88983,4.7
2024-04-11 03:09:42,118,MBytes,24.6,0.978,798/89051,0.9
2024-04-11 03:13:42,112,MBytes,23.5,4.722,4441/88627,5
2024-04-11 03:23:42,97.1,MBytes,20.3,5.287,16045/88746,18
2024-04-11 03:33:42,115,MBytes,24.1,3.368,2219/88669,2.5
2024-04-11 03:45:04,0.00,Bytes,0.00,0.000,0/0,0
2024-04-11 03:53:42,113,MBytes,23.7,4.265,4207/89025,4.7
2024-04-11 03:59:42,108,MBytes,22.5,0.693,8489/89138,9.5
2024-04-11 04:03:42,108,MBytes,22.7,0.595,7786/89007,8.7
2024-04-11 04:09:42,112,MBytes,23.4,0.883,4807/88538,5.4
2024-04-11 04:13:42,87.3,MBytes,18.3,0.967,23372/88746,26
2024-04-11 04:23:42,98.0,MBytes,20.5,0.983,15441/88844,17
2024-04-11 04:29:42,109,MBytes,22.7,0.867,7647/88984,8.6
2024-04-11 04:33:42,108,MBytes,22.6,0.697,7633/88550,8.6
2024-04-11 04:40:01,50.5,MBytes,7.21,0.655,45032/82830,54
2024-04-11 04:43:42,89.4,MBytes,18.7,0.664,22272/89255,25
2024-04-11 04:49:42,110,MBytes,23.0,0.610,6270/88573,7.1
2024-04-11 04:53:42,102,MBytes,21.4,0.752,12426/89009,14
2024-04-11 05:03:42,119,MBytes,24.8,0.578,262/89279,0.29
2024-04-11 05:13:42,109,MBytes,22.9,0.583,7396/89264,8.3
2024-04-11 05:23:42,119,MBytes,24.8,0.694,355/89264,0.4
2024-04-11 05:33:42,114,MBytes,23.8,0.700,3970/89272,4.4
2024-04-11 05:43:42,104,MBytes,21.8,0.618,11238/89265,13
